Animal type,Country,Weight kg,Body Length cm,Gender,Latitude,Longitude,Animal name,Observation date,Data compiled by
hedgehog,Czech Republic,0.9,17.0,Male,49.937429,14.18264,Unknown,2024-03-18,John Johnson
red squirrel,Czech Republic,0.32,18.0,Female,49.938634,14.179739,Unknown,2024-03-18,John Johnson
red squirrel,Czech Republic,0.266,17.0,Male,49.939062,14.177939,Unknown,2024-03-18,John Johnson
hedgehog,Hungary,1.1,19.0,Female,48.502512,20.563331,Unknown,2024-03-19,Anne Anthony
hedgehog,Poland,0.4,16.0,Male,52.214758,21.030697,Unknown,2024-03-19,Anne Anthony
hedgehog,Austria,1.1,21.0,Female,47.781212,14.384017,Unknown,2024-03-19,Bob Bobson
hedgehog,Austria,0.7,25.0,Male,47.781764,14.38328,Unknown,2024-03-19,Bob Bobson
hedgehog,Austria,1.1,24.0,Male,47.781883,14.382628,Unknown,2024-03-19,Bob Bobson
hedgehog,Austria,0.4,21.0,Female,47.781093,14.38209,Unknown,2024-03-19,Bob Bobson
hedgehog,Germany,0.8,16.0,Male,52.585958,13.147098,Bob Bobson,2024-03-19,Bob Bobson
hedgehog,Germany,0.5,18.0,Female,52.586199,13.152793,Bob Bobson,2024-03-19,Bob Bobson
hedgehog,Germany,0.5,18.0,Male,52.586589,13.146651,Bob Bobson,2024-03-19,Bob Bobson
hedgehog,Germany,0.4,13.0,Female,52.587327,13.149206,Bob Bobson,2024-03-19,Bob Bobson
hedgehog,Germany,1.0,21.0,Male,52.585937,13.146151,Bob Bobson,2024-03-19,Bob Bobson
hedgehog,Czech Republic,1.0,17.0,Female,49.937696,14.182707,Unknown,2024-03-19,John Johnson
lynx,Slovakia,16.0,65.0,Male,48.405926,18.839219,Unknown,2024-03-19,John Johnson
red squirrel,Slovakia,0.33,18.0,Male,48.184757,17.082936,Unknown,2024-03-19,John Johnson
red squirrel,Slovakia,0.323,23.0,Female,48.186767,17.089935,Unknown,2024-03-19,John Johnson
hedgehog,Poland,0.4,16.0,Female,52.214754,21.034364,Unknown,2024-03-20,Anne Anthony
hedgehog,Poland,0.7,26.0,Male,52.215034,21.03303,Unknown,2024-03-20,Anne Anthony
red squirrel,Poland,0.35,19.0,Female,52.241637,21.05154,Unknown,2024-03-20,Anne Anthony
red squirrel,Hungary,0.284,18.0,Female,47.505786,18.943124,Unknown,2024-03-20,Anne Anthony
hedgehog,Czech Republic,0.5,13.0,Male,49.937455,14.180775,Unknown,2024-03-20,John Johnson
lynx,Slovakia,17.0,80.0,Female,48.407449,18.850762,Unknown,2024-03-20,John Johnson
European bison,Poland,302.0,150.0,Female,52.820447,23.813259,Unknown,2024-03-21,Anne Anthony
hedgehog,Hungary,1.2,29.0,Male,48.503795,20.555932,Unknown,2024-03-21,Anne Anthony
hedgehog,Poland,1.2,25.0,Male,52.214156,21.0325,Unknown,2024-03-21,Anne Anthony
lynx,Poland,171.0,75.0,Male,52.831229,23.814123,Unknown,2024-03-21,Anne Anthony
lynx,Poland,18.0,73.0,Female,52.832726,23.825032,Unknown,2024-03-21,Anne Anthony
red squirrel,Poland,0.33,23.0,Male,50.041479,19.951211,Unknown,2024-03-21,Anne Anthony
red squirrel,Poland,0.3315,21.0,Male,50.041154,19.949919,Unknown,2024-03-21,Anne Anthony
red squirrel,Hungary,0.315,19.0,Male,47.506414,18.941655,Unknown,2024-03-21,Anne Anthony
hedgehog,Austria,0.8,24.0,Male,47.781236,14.382219,Unknown,2024-03-21,Bob Bobson
hedgehog,Australia,0.6,14.0,Female,47.781248,14.382649,Unknown,2024-03-21,Bob Bobson
hedgehog,DE,1.1,21.0,Male,52.585628,13.149093,Bob Bobson,2024-03-21,Bob Bobson
hedgehog,Germany,1.1,22.0,Female,52.58329,13.149155,Bob Bobson,2024-03-21,Bob Bobson
lynx,Austria,20.0,74.0,Female,47.781106,14.382184,Unknown,2024-03-21,Bob Bobson
red squirrel,Germany,0.323,20.0,Male,52.581896,13.151801,Bob Bobson,2024-03-21,Bob Bobson
red squirrel,DE,0.276,21.0,Female,52.581885,13.152811,Bob Bobson,2024-03-21,Bob Bobson
red squirrel,Germany,0.339,21.0,Male,52.587248,13.151499,Bob Bobson,2024-03-21,Bob Bobson
red squirrell,Germany,0.34,19.0,Female,52.58237,13.146855,Bob Bobson,2024-03-21,Bob Bobson
European bison,Czech Republic,750.0,242.0,Male,50.638137,14.838129,Unknown,2024-03-21,John Johnson
European bison,Czech Republic,35.0,110.0,Male,50.640733,14.84516,Unknown,2024-03-21,John Johnson
European bison,Czech Republic,360.0,175.0,Female,50.636642,14.847946,Unknown,2024-03-21,John Johnson
hedgehog,Czech Republic,1.1,18.0,Female,49.939474,14.180897,Unknown,2024-03-21,John Johnson
red squirrel,Czech,0.335,20.0,Male,49.938958,14.181258,Unknown,2024-03-21,John Johnson
red squirrel,Slovakia,0.273,23.0,Male,48.185898,17.090683,Unknown,2024-03-21,John Johnson
red squirrel,Slovakia,0.33,19.0,Male,48.186672,17.091508,Unknown,2024-03-21,John Johnson
red squirrel,Slovakia,0.329,19.0,Female,48.18685,17.091228,Unknown,2024-03-21,John Johnson
European bison,Poland,1000.0,320.0,Male,52.82547,23.81307,Klucha,2024-03-22,Anne Anthony
hedgehog,Hungary,1.1,18.0,Male,48.503062,20.551698,Unknown,2024-03-22,Anne Anthony
red squirrel,DE,0.306,23.0,Male,52.584352,13.148089,Bob Bobson,2024-03-22,Bob Bobson
red squirrel,Germany,0.334,19.0,Male,52.587863,13.147785,Bob Bobson,2024-03-22,Bob Bobson
red squirrel,Germany,0.334,21.0,Male,52.587734,13.151378,Bob Bobson,2024-03-22,Bob Bobson
red squirrel,Germany,0.329,19.0,Female,52.582754,13.145364,Bob Bobson,2024-03-22,Bob Bobson
red squirrel,Germany,0.317,22.0,Male,52.585517,13.150878,Bob Bobson,2024-03-22,Bob Bobson
red squirrel,Germany,0.267,21.0,Female,52.588834,13.15192,Bob Bobson,2024-03-22,Bob Bobson
European bison,CC,603.0,291.0,Male,50.644813,14.839817,Unknown,2024-03-22,John Johnson
European bison,CC,717.0,305.0,Male,50.635565,14.83932,Unknown,2024-03-22,John Johnson
European bison,Czech Republic,390.0,145.0,Female,50.639856,14.847626,Unknown,2024-03-22,John Johnson
hedgehog,Czech Republic,0.6,21.0,Female,49.939062,14.17875,Unknown,2024-03-22,John Johnson
hedgehog,Czech Republic,1.1,21.0,Male,49.939165,14.182528,Unknown,2024-03-22,John Johnson
hedgehog,Czech Republic,0.7,18.0,Female,49.937562,14.181101,Unknown,2024-03-22,John Johnson
hedgehog,Czech Republic,1.2,23.0,Male,49.939201,14.178923,Unknown,2024-03-22,John Johnson
lynx,Slovakia,25.0,96.0,Female,48.410693,18.832845,Unknown,2024-03-22,John Johnson
European bison,Poland,660.0,246.0,Female,52.824079,23.81279,Unknown,2024-03-23,Anne Anthony
European bison,Poland,619.0,248.0,Female,52.826081,23.815823,Unknown,2024-03-23,Anne Anthony
hedgehog,HU,0.6,19.0,Female,48.503498,20.539662,Unknown,2024-03-23,Anne Anthony
hedgehog,Hungary,0.8,25.0,Male,48.509298,20.551977,Unknown,2024-03-23,Anne Anthony
hedgehog,Hungary,0.4,15.0,Female,48.506206,20.565308,Unknown,2024-03-23,Anne Anthony
hedgehog,Hungary,1.1,22.0,Male,48.50509,20.539448,Unknown,2024-03-23,Anne Anthony
hedgehog,Poland,0.8,20.0,Female,52.215039,21.032591,Unknown,2024-03-23,Anne Anthony
hedgehog,Poland,0.5,19.0,Female,52.215085,21.034198,Unknown,2024-03-23,Anne Anthony
red squirrel,Poland,0.348,20.0,Female,50.04186,19.950192,Unknown,2024-03-23,Anne Anthony
red squirrel,Hungary,0.301,18.0,Male,47.51026,18.947838,Unknown,2024-03-23,Anne Anthony
hedgehog,Czech Republic,0.7,20.0,Female,49.937454,14.182121,Unknown,2024-03-23,John Johnson
hedgehog,Czech Republic,1.0,21.0,Female,49.937788,14.180368,Unknown,2024-03-23,John Johnson
red squirrel,Poland,0.286,20.0,Female,50.04113,19.949698,Unknown,2024-03-24,Anne Anthony
red squirrel,Poland,0.282,21.0,Female,50.041522,19.950563,Zuzia,2024-03-24,Anne Anthony
hedgehog,Austria,0.8,18.0,Male,47.781882,14.384802,Unknown,2024-03-24,Bob Bobson
hedgehog,Austria,0.6,19.0,Male,47.781019,14.385089,Unknown,2024-03-24,Bob Bobson
hedgehog,Austria,0.5,20.0,Male,47.319782,11.190836,Unknown,2024-03-24,Bob Bobson
hedgehog,Austria,0.6,16.0,Female,47.32002,11.18557,Unknown,2024-03-24,Bob Bobson
hedgehog,Austria,0.6,20.0,Male,47.318793,11.185855,Unknown,2024-03-24,Bob Bobson
hedgehog,Austria,1.1,23.0,Female,47.316963,11.188761,Unknown,2024-03-24,Bob Bobson
hedgehog,DE,0.8,16.0,Male,52.582072,13.149185,Unknown,2024-03-24,Bob Bobson
hedgehog,Germany,1.2,23.0,Male,52.58572,13.148613,Unknown,2024-03-24,Bob Bobson
hedgehog,Germany,0.7,19.0,Female,52.587827,13.148164,Unknown,2024-03-24,Bob Bobson
hedgehog,Germany,0.9,151.0,Female,52.583004,13.150686,Unknown,2024-03-24,Bob Bobson
hedgehog,Germany,1.2,22.0,Male,52.587058,13.149675,Unknown,2024-03-24,Bob Bobson
hedgehog,Germany,0.7,16.0,Female,52.587539,13.146575,Unknown,2024-03-24,Bob Bobson
hedgehog,Germany,0.6,25.0,Male,52.587183,13.146661,Unknown,2024-03-24,Bob Bobson
hedgehog,Germany,1.0,24.0,Male,52.586487,13.150015,Unknown,2024-03-24,Bob Bobson
red squirrel,Germany,0.313,23.0,Female,52.588779,13.147948,Unknown,2024-03-24,Bob Bobson
red squirrel,Germany,0.268,21.0,Male,52.587089,13.151807,Unknown,2024-03-24,Bob Bobson
red squirrel,Austria,0.323,21.0,Male,47.781847,14.386835,Unknown,2024-03-24,Bob Bobson
red squirrel,Austria,0.272,20.0,Female,47.781296,14.383799,Unknown,2024-03-24,Bob Bobson
red squirrel,Austria,0.34,20.0,Male,47.781538,14.384561,Unknown,2024-03-24,Bob Bobson
red squirrel,Austria,0.332,18.0,Female,47.781345,14.382936,Unknown,2024-03-24,Bob Bobson
red squirrell,Germany,0.286,19.0,Female,52.582658,13.148057,Unknown,2024-03-24,Bob Bobson
hedgehog,Czech Republic,0.8,18.0,Male,49.938688,14.179603,Unknown,2024-03-24,John Johnson
red squirrel,Czech Republic,0.336,22.0,Female,49.939212,14.180839,Unknown,2024-03-24,John Johnson
red squirrel,Slovakia,0.2,14.0,Female,48.186611,17.090271,Unknown,2024-03-24,John Johnson
hedgehog,Poland,0.9,22.0,Female,52.214494,21.033154,Unknown,2024-03-25,Anne Anthony
hedgehog,Poland,1.0,21.0,Male,52.214419,21.033441,Unknown,2024-03-25,Anne Anthony
hedgehog,Czech Republic,0.4,12.0,Female,49.937893,14.18083,Unknown,2024-03-25,John Johnson
red squirrel,Czech Republic,0.336,23.0,Male,49.939262,14.179613,Unknown,2024-03-25,John Johnson
red squirrel,Slovakia,0.254,18.0,Male,48.239854,17.086693,Unknown,2024-03-25,John Johnson
red squirrel,Slovakia,0.294,23.0,Male,48.22668,17.081529,Unknown,2024-03-25,John Johnson
red squirrel,Slovakia,0.265,22.0,Female,48.23862,17.074393,Unknown,2024-03-25,John Johnson
European bison,Poland,823.0,305.0,Male,52.82429,23.813465,Unknown,2024-03-26,Anne Anthony
European bison,Poland,594.0,243.0,Male,52.825554,23.812594,Unknown,2024-03-26,Anne Anthony
red squirrel,Poland,0.31,24.0,Male,50.041235,19.951284,Unknown,2024-03-26,Anne Anthony
red squirrel,Hungary,0.346,20.0,Female,47.508618,18.944915,Unknown,2024-03-26,Anne Anthony
hedgehog,Czech Republic,0.7,16.0,Male,49.93915,14.179388,Unknown,2024-03-26,John Johnson
hedgehog,Czech Republic,0.6,17.0,Female,49.938346,14.18024,Unknown,2024-03-26,John Johnson
hedgehog,Poland,1.1,20.0,Female,52.214766,21.030532,Unknown,2024-03-27,Anne Anthony
red squirrel,Poland,0.336,19.0,Male,50.041489,19.950768,Lolek,2024-03-27,Anne Anthony
hedgehog,Germany,0.7,23.0,Female,52.587532,13.152361,Unknown,2024-03-27,Bob Bobson
hedgehog,DE,0.7,17.0,Male,48.161584,11.494938,Unknown,2024-03-27,Bob Bobson
hedgehog,Germany,0.9,18.0,Female,48.160459,11.493142,Unknown,2024-03-27,Bob Bobson
hedgehog,Germany,0.5,20.0,Male,48.160834,11.489874,Unknown,2024-03-27,Bob Bobson
hedgehog,Czech Republic,0.5,16.0,Male,49.938845,14.182246,Unknown,2024-03-27,John Johnson
hedgehog,Czech Republic,0.8,17.0,Female,49.938959,14.180078,Unknown,2024-03-27,John Johnson
red squirrel,Czech Republic,0.277,22.0,Male,49.939097,14.179435,Unknown,2024-03-27,John Johnson
red squirrel,Slovakia,0.321,18.0,Female,48.226708,17.087853,Unknown,2024-03-27,John Johnson
red squirrell,Czech Republic,0.271,19.0,Female,49.938523,14.18244,Unknown,2024-03-27,John Johnson
European bison,Poland,510.0,222.0,Female,52.807537,23.700909,Unknown,2024-03-28,Anne Anthony
red squirrel,Poland,0.328,23.0,Female,50.041504,19.950218,Unknown,2024-03-28,Anne Anthony
red squirrel,Poland,0.278,23.0,Female,50.041119,19.94973,Unknown,2024-03-28,Anne Anthony
hedgehog,Czech Republic,0.6,18.0,Female,49.937805,14.179716,Unknown,2024-03-28,John Johnson
hedgehog,Czech Republic,0.7,15.0,Female,49.93933,14.177877,Unknown,2024-03-28,John Johnson
red squirrel,Hungary,0.273,23.0,Female,47.507157,18.940379,Unknown,2024-03-29,Anne Anthony
red squirrel,Austria,0.336,20.0,Female,47.780752,14.383452,Bibi,2024-03-29,Bob Bobson
red squirrel,Austria,0.29,19.0,Male,47.781078,14.384559,Unknown,2024-03-29,Bob Bobson
red squirrell,Austria,0.337,22.0,Male,47.781088,14.385534,Unknown,2024-03-29,Bob Bobson
hedgehog,Slovakia,0.7,16.0,Male,48.409138,18.863577,Unknown,2024-03-29,John Johnson
lynx,Slovakia,16.0,62.0,Female,48.409448,18.845591,Unknown,2024-03-29,John Johnson
red squirrel,Poland,0.289,24.0,Male,50.041382,19.949403,Unknown,2024-03-30,Anne Anthony
hedgehog,Germany,1.1,25.0,Male,48.160773,11.49368,Unknown,2024-03-30,Bob Bobson
hedgehog,Germany,0.6,15.0,Female,48.160813,11.492539,Unknown,2024-03-30,Bob Bobson
hedgehog,Germany,0.5,20.0,Female,48.161605,11.49115,Unknown,2024-03-30,Bob Bobson
hedgehog,Germany,0.7,20.0,Male,48.162593,11.491872,Unknown,2024-03-30,Bob Bobson
hedgehog,Germany,0.6,15.0,Female,48.16142,11.495056,Unknown,2024-03-30,Bob Bobson
hedgehog,Germany,0.5,16.0,Female,48.162549,11.492991,Unknown,2024-03-30,Bob Bobson
hedgehog,Germany,0.9,19.0,Male,48.161646,11.493511,Unknown,2024-03-30,Bob Bobson
lynx,Slovakia,21.0,85.0,Male,48.405213,18.84085,Unknown,2024-03-30,John Johnson
red squirrel,Czech Republic,0.288,18.0,Male,49.939,14.182239,Unknown,2024-03-30,John Johnson
red squirrel,Slovakia,0.287,21.0,Male,48.224897,17.085979,Unknown,2024-03-30,John Johnson
red squirrel,Slovakia,0.286,18.0,Male,48.228961,17.076478,Unknown,2024-03-30,John Johnson
European bison,Poland,970.0,307.0,Male,52.805402,23.691244,Unknown,2024-03-31,Anne Anthony
red squirrel,Poland,0.323,20.0,Female,50.041366,19.949444,Unknown,2024-03-31,Anne Anthony
red squirrel,Hungary,0.346,19.0,Female,47.509538,18.945968,Unknown,2024-03-31,Anne Anthony
hedgehog,Slovakia,0.9,19.0,Female,48.407464,18.87406,Unknown,2024-03-31,John Johnson
lynx,Slovakia,20.0,78.0,Female,48.40979,18.870341,Unknown,2024-03-31,John Johnson
European bison,Poland,459.0,212.0,Female,52.807403,23.683044,Unknown,2024-04-01,Anne Anthony
European bison,Poland,705.0,280.0,Female,52.803733,23.686928,Unknown,2024-04-01,Anne Anthony
red squirrel,Poland,0.323,19.0,Female,50.041804,19.951361,Unknown,2024-04-01,Anne Anthony
red squirrel,Hungary,0.337,18.0,Female,47.511558,18.942454,Unknown,2024-04-01,Anne Anthony
hedgehog,Slovakia,1.1,22.0,Male,48.409754,18.870477,Unknown,2024-04-01,John Johnson
lynx,Czech Republic,26.0,81.0,Female,50.884012,14.370554,Unknown,2024-04-01,John Johnson
red squirrel,Czech Republic,0.283,22.0,Female,49.939191,14.180256,Unknown,2024-04-01,John Johnson
red squirrel,Slovakia,0.26,22.0,Female,48.23123,17.090253,Unknown,2024-04-01,John Johnson
hedgehog,Hungary,0.6,20.0,Female,48.504425,20.548744,Unknown,2024-04-02,Anne Anthony
lynx,Poland,22.0,101.0,Male,52.824599,23.816842,Unknown,2024-04-02,Anne Anthony
red squirrel,Poland,0.294,19.0,Male,50.041131,19.949543,Unknown,2024-04-02,Anne Anthony
red squirrel,Poland,0.3315,21.0,Male,50.041552,19.949984,Unknown,2024-04-02,Anne Anthony
red squirrel,Poland,0.312,23.0,Female,50.041945,19.94932,Lola,2024-04-02,Anne Anthony
red squirrel,Poland,0.29,24.0,Male,50.041925,19.950894,Unknown,2024-04-02,Anne Anthony
red squirrel,Hungary,0.258,21.0,Female,47.511582,18.942341,Unknown,2024-04-02,Anne Anthony
hedgehog,Austria,0.8,15.0,Female,47.319091,11.188058,Unknown,2024-04-02,Bob Bobson
hedgehog,Germany,0.8,18.0,Male,48.161892,11.493888,Unknown,2024-04-02,Bob Bobson
hedgehog,Germany,0.6,15.0,Female,48.161218,11.494677,Unknown,2024-04-02,Bob Bobson
hedgehog,Germany,0.8,23.0,Male,48.161452,11.495239,Unknown,2024-04-02,Bob Bobson
hedgehog,Germany,0.6,16.0,Female,48.160915,11.489927,Unknown,2024-04-02,Bob Bobson
hedgehog,Germany,0.7,19.0,Male,48.162169,11.495473,Unknown,2024-04-02,Bob Bobson
hedgehog,Germany,1.0,25.0,Female,49.54629,11.085729,Unknown,2024-04-02,Bob Bobson
hedgehog,Germany,1.1,23.0,Male,49.559558,11.08115,Unknown,2024-04-02,Bob Bobson
red squirrel,Austria,0.273,19.0,Female,47.781613,14.385153,Unknown,2024-04-02,Bob Bobson
red squirrel,Austria,0.33,18.0,Female,47.781637,14.385383,Unknown,2024-04-02,Bob Bobson
red squirrel,Austria,0.262,18.0,Female,47.781838,14.382938,Unknown,2024-04-02,Bob Bobson
red squirrel,Austria,0.31,19.0,Female,47.780925,14.383695,Unknown,2024-04-02,Bob Bobson
red squirrel,Austria,0.334,21.0,Female,47.781449,14.383421,Unknown,2024-04-02,Bob Bobson
red squirrel,Austria,0.27,20.0,Female,47.7818,14.383699,Unknown,2024-04-02,Bob Bobson
red squirrel,Austria,0.277,18.0,Male,47.781073,14.383506,Unknown,2024-04-02,Bob Bobson
red squirrel,Germany,0.258,19.0,Male,48.162251,11.494811,Unknown,2024-04-02,Bob Bobson
red squirrel,Germany,0.256,16.0,Female,48.160432,11.494472,Unknown,2024-04-02,Bob Bobson
red squirrel,Germany,0.317,21.0,Female,48.162563,11.495277,Unknown,2024-04-02,Bob Bobson
red squirrel,Germany,0.266,18.0,Female,48.161906,11.490434,Unknown,2024-04-02,Bob Bobson
red squirrel,Germany,0.283,21.0,Male,49.562324,11.092212,Unknown,2024-04-02,Bob Bobson
red squirrel,Germany,0.305,18.0,Female,49.561973,11.086554,Unknown,2024-04-02,Bob Bobson
red squirrell,Austria,0.282,18.0,Male,47.781755,14.385083,Unknown,2024-04-02,Bob Bobson
red squirrell,Germany,0.318,18.0,Male,49.557527,11.089447,Unknown,2024-04-02,Bob Bobson
lynx,Slovakia,27.0,94.0,Female,48.411163,18.864362,Unknown,2024-04-02,John Johnson
red squirrel,Slovakia,0.339,20.0,Male,48.410771,18.865888,Unknown,2024-04-02,John Johnson
red squirrel,Slovakia,0.302,19.0,Male,48.410201,18.862513,Unknown,2024-04-02,John Johnson
red squirrel,Slovakia,0.276,19.0,Male,48.408111,18.865646,Unknown,2024-04-02,John Johnson
red squirrel,Slovakia,0.252,19.0,Female,48.410932,18.861704,Unknown,2024-04-02,John Johnson
red squirrel,Slovakia,0.293,19.0,Male,48.227614,17.072903,Unknown,2024-04-02,John Johnson
red squirrel,Hungary,0.286,18.0,Male,47.50826,18.948349,Unknown,2024-04-03,Anne Anthony
hedgehog,Germany,1.2,22.0,Male,49.551211,11.077661,Unknown,2024-04-03,Bob Bobson
hedgehog,Germany,0.9,23.0,Female,49.562583,11.082312,Unknown,2024-04-03,Bob Bobson
hedgehog,Germany,0.7,23.0,Female,49.547597,11.079679,Unknown,2024-04-03,Bob Bobson
red squirrel,Poland,0.3315,21.0,Male,49.560723,18.944015,Unknown,2024-04-03,James Johnson
hedgehog,Slovakia,1.2,26.0,Male,48.40912,18.869274,Unknown,2024-04-03,John Johnson
red squirrel,Czech Republic,0.258,21.0,Female,49.938787,14.178284,Unknown,2024-04-03,John Johnson
European bison,Poland,1000.0,295.0,Male,52.809543,23.708564,Unknown,2024-04-04,Anne Anthony
hedgehog,Hungary,0.7,23.0,Female,47.508516,18.949429,Unknown,2024-04-04,Anne Anthony
hedgehog,Hungary,1.2,24.0,Male,47.508941,18.948915,Unknown,2024-04-04,Anne Anthony
red squirrel,Poland,0.337,22.0,Female,50.041819,19.951542,Unknown,2024-04-04,Anne Anthony
red squirrel,Poland,0.272,23.0,Female,50.0418,19.950244,Unknown,2024-04-04,Anne Anthony
red squirrel,Hungary,0.262,22.0,Male,47.508905,18.94657,Unknown,2024-04-04,Anne Anthony
European bison,Poland,557.0,255.0,Female,52.811204,23.697814,Unknown,2024-04-05,Anne Anthony
hedgehog,Hungary,0.8,17.0,Female,47.507073,18.947873,Unknown,2024-04-05,Anne Anthony
hedgehog,Austria,0.9,22.0,Female,47.31758,11.187606,Unknown,2024-04-05,Bob Bobson
hedgehog,Austria,0.8,16.0,Male,47.31947,11.18573,Unknown,2024-04-05,Bob Bobson
hedgehog,Austria,0.7,18.0,Male,47.319812,11.18479,Unknown,2024-04-05,Bob Bobson
hedgehog,Austria,0.8,20.0,Female,47.316383,11.188381,Unknown,2024-04-05,Bob Bobson
red squirrel,Austria,0.299,20.0,Female,47.781131,14.382207,Unknown,2024-04-05,Bob Bobson
red squirrel,Australia,0.266,20.0,Female,47.781632,14.382365,Unknown,2024-04-05,Bob Bobson
red squirrel,Austria,0.308,18.0,Male,47.780904,14.385669,Unknown,2024-04-05,Bob Bobson
red squirrel,Austria,0.264,22.0,Male,47.781089,14.385211,Unknown,2024-04-05,Bob Bobson
red squirrel,Austria,0.322,20.0,Male,47.781333,14.382547,Unknown,2024-04-05,Bob Bobson
red squirrel,Austria,0.332,18.0,Female,47.780927,14.382188,Unknown,2024-04-05,Bob Bobson
red squirrel,Austria,0.253,21.0,Male,47.856032,15.076768,Unknown,2024-04-05,Bob Bobson
red squirrel,Germany,0.317,20.0,Female,49.545913,11.081051,Unknown,2024-04-05,Bob Bobson
red squirrel,Germany,0.327,20.0,Male,49.550428,11.077659,Unknown,2024-04-05,Bob Bobson
red squirrel,Germany,0.255,19.0,Female,49.558869,11.076638,Unknown,2024-04-05,Bob Bobson
hedgehog,Slovakia,0.8,21.0,Female,48.412408,18.869074,Unknown,2024-04-05,John Johnson
lynx,Czech Republic,15.0,70.0,Male,50.883894,14.372364,Unknown,2024-04-05,John Johnson
red squirrel,Slovakia,0.3,19.0,Female,48.229837,17.089218,Unknown,2024-04-05,John Johnson
European bison,Poland,589.0,279.0,Female,52.808704,23.705504,Unknown,2024-04-06,Anne Anthony
hedgehog,HU,0.7,16.0,Female,47.510231,18.940042,Unknown,2024-04-06,Anne Anthony
hedgehog,Hungary,0.8,14.0,Female,47.509073,18.946838,Unknown,2024-04-06,Anne Anthony
red squirrel,Poland,0.348,23.0,Male,50.041252,19.950033,Unknown,2024-04-06,Anne Anthony
red squirrel,Austria,0.294,22.0,Male,47.855007,15.076539,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.299,19.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.314,19.0,Female,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.297,20.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.298,21.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.301,19.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.267,20.0,Female,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.315,21.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.3,21.0,Female,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.3,21.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.264,22.0,Female,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.251,21.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.302,22.0,Female,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.262,22.0,Female,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.301,20.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.243,19.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.314,20.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.244,20.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.25,22.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.272,20.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.289,20.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.315,20.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.304,21.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.241,19.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.248,22.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Germany,0.29,21.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Austria,0.319,20.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Austria,0.292,19.0,Female,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Austria,0.319,19.0,Female,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Austria,0.298,20.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Austria,0.255,22.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Austria,0.3,20.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
red squirrel,Austria,0.252,21.0,Male,49.560723,18.944015,Unknown,2024-04-06,Bob Bobson
hedgehog,Slovakia,0.8,17.0,Male,48.409645,18.872415,Unknown,2024-04-06,John Johnson
lynx,Czech Republic,26.0,88.0,Female,50.883881,14.373018,Unknown,2024-04-06,John Johnson
red squirrel,Czech Republic,0.316,23.0,Female,49.93931,14.181266,Unknown,2024-04-06,John Johnson
red squirrel,Czech Republic,0.327,21.0,Male,49.938616,14.181291,Unknown,2024-04-06,John Johnson
